date,amount,category,customerID
2025-11-26,298.7,Home & Garden,1054
2025-11-26,297.7,Electronics,1011
2025-11-26,293.96,Home & Garden,1100
2025-11-26,264.11,Clothing,1043
2025-11-26,258.57,Clothing,1039
2025-11-26,253.09,Clothing,1007
2025-11-26,209.65,Clothing,1028
2025-11-26,106.4,Home & Garden,1060
2025-11-26,104.59,Electronics,1098
2025-11-26,92.98,Food,1032
2025-11-26,87.41,Food,1051
2025-11-26,61.88,Clothing,1032
2025-11-25,493.42,Home & Garden,1067
2025-11-25,362.24,Electronics,1020
2025-11-25,327.96,Home & Garden,1055
2025-11-25,278.4,Sports & Outdoors,1068
2025-11-25,275.38,Electronics,1008
2025-11-25,187.71,Clothing,1095
2025-11-25,183.81,Clothing,1099
2025-11-25,104.55,Clothing,1094
2025-11-25,95.37,Food,1018
2025-11-25,45.27,Food,1039
2025-11-25,37.89,Clothing,1045
2025-11-24,794.64,Electronics,1051
2025-11-24,545.15,Electronics,1079
2025-11-24,498.34,Electronics,1091
2025-11-24,387.84,Home & Garden,1039
2025-11-24,298.26,Sports & Outdoors,1015
2025-11-24,251.42,Clothing,1032
2025-11-24,225.16,Clothing,1029
2025-11-24,222.75,Clothing,1055
2025-11-24,212.75,Clothing,1085
2025-11-24,152.58,Home & Garden,1006
2025-11-24,107.21,Food,1003
2025-11-24,101.18,Home & Garden,1045
2025-11-24,100.47,Electronics,1077
2025-11-24,67.66,Clothing,1025
2025-11-23,671.58,Electronics,1065
2025-11-23,531.14,Electronics,1094
2025-11-23,452.5,Electronics,1022
2025-11-23,440.26,Electronics,1015
2025-11-23,432.78,Electronics,1008
2025-11-23,372.71,Home & Garden,1051
2025-11-23,356.65,Electronics,1099
2025-11-23,178.67,Clothing,1087
2025-11-23,166.14,Clothing,1059
2025-11-23,124.49,Clothing,1073
2025-11-23,88.86,Food,1063
2025-11-23,77.66,Home & Garden,1058
2025-11-23,69.53,Food,1008
2025-11-23,56.24,Food,1049
2025-11-23,55.54,Sports & Outdoors,1061
2025-11-23,52.26,Electronics,1028
2025-11-23,37.45,Clothing,1045
2025-11-22,768.02,Electronics,1062
2025-11-22,615.32,Electronics,1043
2025-11-22,610.8,Electronics,1078
2025-11-22,592.16,Electronics,1002
2025-11-22,564.56,Electronics,1091
2025-11-22,420.42,Home & Garden,1066
2025-11-22,350.62,Electronics,1013
2025-11-22,319.66,Electronics,1031
2025-11-22,271.27,Electronics,1087
2025-11-22,218.03,Clothing,1061
2025-11-22,189.65,Electronics,1095
2025-11-22,175.72,Home & Garden,1079
2025-11-22,155.46,Electronics,1042
2025-11-22,138.67,Electronics,1040
2025-11-22,98.22,Food,1028
2025-11-22,85.93,Food,1082
2025-11-22,32.53,Sports & Outdoors,1050
2025-11-22,29.3,Food,1082
2025-11-21,534.42,Electronics,1099
2025-11-21,480.6,Electronics,1069
2025-11-21,475.97,Electronics,1014
2025-11-21,372.63,Sports & Outdoors,1005
2025-11-21,231.02,Sports & Outdoors,1064
2025-11-21,153.97,Sports & Outdoors,1059
2025-11-21,120.53,Home & Garden,1023
2025-11-21,103.54,Food,1005
2025-11-21,101.73,Home & Garden,1065
2025-11-21,78.02,Clothing,1015
2025-11-21,43.45,Sports & Outdoors,1051
2025-11-21,30.49,Food,1096
2025-11-20,773.39,Electronics,1021
2025-11-20,743.01,Electronics,1084
2025-11-20,479.12,Home & Garden,1019
2025-11-20,409.31,Electronics,1026
2025-11-20,311.6,Electronics,1093
2025-11-20,282.13,Clothing,1061
2025-11-20,271.33,Clothing,1051
2025-11-20,265.72,Electronics,1092
2025-11-20,164.72,Home & Garden,1072
2025-11-20,141.41,Electronics,1087
2025-11-20,125.15,Electronics,1043
2025-11-20,68.41,Food,1082
2025-11-20,36.32,Food,1007
2025-11-20,25.1,Food,1079
2025-11-20,21.06,Food,1099
2025-11-19,546.67,Electronics,1068
2025-11-19,288.27,Clothing,1036
2025-11-19,288.09,Clothing,1059
2025-11-19,197.47,Home & Garden,1046
2025-11-19,105.44,Food,1088
2025-11-19,86.84,Clothing,1039
2025-11-19,86.26,Food,1079
2025-11-19,67.06,Food,1072
2025-11-18,761.15,Electronics,1015
2025-11-18,567.88,Electronics,1053
2025-11-18,380.78,Electronics,1054
2025-11-18,193.16,Clothing,1061
2025-11-17,724.08,Electronics,1089
2025-11-17,319.67,Sports & Outdoors,1100
2025-11-17,219.9,Clothing,1039
2025-11-17,194.54,Clothing,1039
2025-11-17,164.51,Clothing,1066
2025-11-17,117.79,Food,1075
2025-11-17,87.57,Clothing,1007
2025-11-17,75.66,Food,1034
2025-11-17,71.89,Clothing,1081
2025-11-17,29.58,Clothing,1043
2025-11-16,791.82,Electronics,1088
2025-11-16,719.85,Electronics,1018
2025-11-16,464.92,Electronics,1010
2025-11-16,431.84,Electronics,1065
2025-11-16,405.31,Electronics,1059
2025-11-16,243.6,Clothing,1044
2025-11-16,148.85,Clothing,1071
2025-11-16,125.54,Clothing,1019
2025-11-16,94.02,Food,1047
2025-11-16,88.37,Electronics,1072
2025-11-16,79.19,Electronics,1092
2025-11-16,24.15,Food,1013
2025-11-15,622.34,Electronics,1064
2025-11-15,469.53,Home & Garden,1093
2025-11-15,290.84,Clothing,1028
2025-11-15,267.64,Clothing,1084
2025-11-15,232.34,Home & Garden,1021
2025-11-15,202.72,Sports & Outdoors,1040
2025-11-15,98.55,Clothing,1032
2025-11-15,87.95,Electronics,1050
2025-11-15,78.38,Sports & Outdoors,1048
2025-11-15,54.2,Clothing,1031
2025-11-15,49.76,Clothing,1051
2025-11-15,41.43,Food,1002
2025-11-15,38.38,Clothing,1037
2025-11-14,767.26,Electronics,1036
2025-11-14,761.41,Electronics,1099
2025-11-14,530.74,Electronics,1076
2025-11-14,429.13,Home & Garden,1033
2025-11-14,355.1,Home & Garden,1039
2025-11-14,299.26,Home & Garden,1004
2025-11-14,277.12,Electronics,1069
2025-11-14,214.37,Clothing,1021
2025-11-14,204.06,Clothing,1099
2025-11-14,197.47,Clothing,1038
2025-11-14,194.98,Clothing,1004
2025-11-14,158.17,Clothing,1027
2025-11-14,157.75,Electronics,1092
2025-11-14,109.22,Food,1044
2025-11-14,87.05,Sports & Outdoors,1085
2025-11-14,43.23,Food,1032
2025-11-13,799.7,Electronics,1093
2025-11-13,292.0,Electronics,1091
2025-11-13,278.33,Home & Garden,1039
2025-11-13,190.07,Sports & Outdoors,1008
2025-11-13,186.64,Clothing,1099
2025-11-13,137.97,Clothing,1053
2025-11-13,73.93,Home & Garden,1041
2025-11-13,60.29,Clothing,1100
2025-11-13,59.5,Food,1088
2025-11-12,420.52,Electronics,1047
2025-11-12,329.89,Sports & Outdoors,1041
2025-11-12,321.12,Electronics,1029
2025-11-12,272.14,Clothing,1057
2025-11-12,270.12,Clothing,1021
2025-11-12,200.74,Electronics,1018
2025-11-12,126.45,Clothing,1071
2025-11-12,112.01,Food,1082
2025-11-12,88.05,Food,1071
2025-11-11,633.89,Electronics,1047
2025-11-11,325.21,Electronics,1041
2025-11-11,286.1,Clothing,1005
2025-11-11,234.85,Clothing,1074
2025-11-11,231.22,Clothing,1021
2025-11-11,189.54,Electronics,1067
2025-11-11,179.46,Clothing,1034
2025-11-11,135.66,Sports & Outdoors,1063
2025-11-11,87.44,Food,1028
2025-11-11,84.7,Food,1048
2025-11-11,82.83,Sports & Outdoors,1078
2025-11-11,58.2,Food,1017
2025-11-11,37.46,Food,1015
2025-11-10,785.02,Electronics,1008
2025-11-10,501.84,Electronics,1024
2025-11-10,326.01,Electronics,1052
2025-11-10,279.19,Clothing,1067
2025-11-10,271.73,Electronics,1058
2025-11-10,202.18,Home & Garden,1056
2025-11-10,190.11,Electronics,1089
2025-11-10,147.96,Clothing,1094
2025-11-10,113.33,Clothing,1011
2025-11-10,111.96,Electronics,1055
2025-11-10,108.41,Food,1050
2025-11-10,56.87,Food,1089
2025-11-09,599.71,Electronics,1081
2025-11-09,532.1,Electronics,1100
2025-11-09,486.43,Electronics,1097
2025-11-09,317.73,Electronics,1100
2025-11-09,297.01,Clothing,1070
2025-11-09,185.17,Home & Garden,1040
2025-11-09,117.89,Food,1062
2025-11-09,113.8,Food,1005
2025-11-09,99.26,Food,1009
2025-11-09,83.25,Electronics,1070
2025-11-09,82.85,Electronics,1026
2025-11-09,62.18,Electronics,1009
2025-11-09,35.07,Clothing,1083
2025-11-08,728.86,Electronics,1077
2025-11-08,314.61,Electronics,1074
2025-11-08,241.26,Clothing,1065
2025-11-08,238.45,Clothing,1031
2025-11-08,224.99,Clothing,1068
2025-11-08,211.74,Electronics,1020
2025-11-08,207.7,Clothing,1011
2025-11-08,198.79,Clothing,1074
2025-11-08,194.22,Clothing,1011
2025-11-08,157.68,Electronics,1055
2025-11-08,132.37,Clothing,1061
2025-11-08,124.17,Clothing,1068
2025-11-08,85.81,Electronics,1054
2025-11-08,78.51,Food,1009
2025-11-08,25.27,Food,1091
2025-11-07,795.89,Electronics,1048
2025-11-07,611.4,Electronics,1058
2025-11-07,446.93,Home & Garden,1004
2025-11-07,410.44,Electronics,1048
2025-11-07,394.24,Sports & Outdoors,1060
2025-11-07,386.99,Electronics,1066
2025-11-07,378.1,Electronics,1029
2025-11-07,338.98,Home & Garden,1019
2025-11-07,290.72,Clothing,1026
2025-11-07,289.01,Electronics,1013
2025-11-07,229.38,Electronics,1061
2025-11-07,171.13,Home & Garden,1098
2025-11-07,134.02,Clothing,1048
2025-11-07,129.25,Home & Garden,1087
2025-11-07,116.65,Food,1079
2025-11-07,103.66,Home & Garden,1033
2025-11-07,95.59,Food,1065
2025-11-07,53.21,Clothing,1067
2025-11-06,673.51,Electronics,1099
2025-11-06,641.09,Electronics,1065
2025-11-06,624.62,Electronics,1025
2025-11-06,487.05,Electronics,1019
2025-11-06,367.61,Sports & Outdoors,1012
2025-11-06,302.57,Electronics,1099
2025-11-06,281.65,Electronics,1028
2025-11-06,253.0,Sports & Outdoors,1020
2025-11-06,242.71,Clothing,1017
2025-11-06,182.71,Home & Garden,1084
2025-11-06,153.17,Electronics,1010
2025-11-06,109.29,Food,1093
2025-11-06,101.86,Food,1068
2025-11-06,101.19,Food,1095
2025-11-06,75.7,Food,1020
2025-11-06,56.57,Food,1047
2025-11-06,53.12,Food,1077
2025-11-06,19.32,Food,1072
2025-11-05,724.35,Electronics,1044
2025-11-05,698.19,Electronics,1012
2025-11-05,329.64,Electronics,1037
2025-11-05,297.27,Electronics,1072
2025-11-05,288.37,Clothing,1058
2025-11-05,287.41,Clothing,1095
2025-11-05,246.88,Home & Garden,1074
2025-11-05,242.04,Clothing,1083
2025-11-05,237.98,Clothing,1087
2025-11-05,235.81,Electronics,1057
2025-11-05,223.91,Sports & Outdoors,1079
2025-11-05,65.78,Food,1060
2025-11-05,61.2,Sports & Outdoors,1083
2025-11-05,45.37,Food,1061
2025-11-05,40.64,Clothing,1037
2025-11-04,328.52,Home & Garden,1020
2025-11-04,268.81,Sports & Outdoors,1019
2025-11-04,256.01,Electronics,1008
2025-11-04,200.71,Home & Garden,1094
2025-11-04,164.65,Electronics,1098
2025-11-04,159.83,Electronics,1026
2025-11-04,153.95,Clothing,1081
2025-11-04,118.52,Food,1042
2025-11-04,61.03,Food,1073
2025-11-04,59.38,Food,1073
2025-11-04,29.49,Food,1099
2025-11-03,760.71,Electronics,1059
2025-11-03,463.09,Home & Garden,1012
2025-11-03,383.07,Home & Garden,1029
2025-11-03,304.85,Home & Garden,1074
2025-11-03,201.04,Clothing,1038
2025-11-03,176.1,Electronics,1066
2025-11-03,169.09,Clothing,1051
2025-11-03,65.64,Electronics,1042
2025-11-03,54.11,Clothing,1056
2025-11-02,758.99,Electronics,1099
2025-11-02,558.86,Electronics,1063
2025-11-02,469.04,Electronics,1086
2025-11-02,423.04,Electronics,1056
2025-11-02,364.87,Electronics,1044
2025-11-02,335.16,Electronics,1091
2025-11-02,283.73,Electronics,1042
2025-11-02,241.64,Electronics,1042
2025-11-02,189.81,Clothing,1001
2025-11-02,141.6,Clothing,1078
2025-11-02,119.92,Clothing,1015
2025-11-02,111.57,Home & Garden,1097
2025-11-02,109.82,Clothing,1029
2025-11-02,100.12,Clothing,1097
2025-11-02,84.14,Food,1035
2025-11-02,73.15,Home & Garden,1095
2025-11-02,72.44,Food,1011
2025-11-02,63.95,Sports & Outdoors,1068
2025-11-01,765.19,Electronics,1088
2025-11-01,702.4,Electronics,1073
2025-11-01,488.29,Home & Garden,1080
2025-11-01,411.64,Electronics,1014
2025-11-01,265.72,Electronics,1040
2025-11-01,186.49,Sports & Outdoors,1093
2025-11-01,185.31,Electronics,1090
2025-11-01,183.93,Clothing,1028
2025-11-01,179.44,Clothing,1043
2025-11-01,177.97,Clothing,1015
2025-11-01,122.42,Electronics,1095
2025-11-01,111.37,Food,1045
2025-11-01,82.36,Food,1089
2025-11-01,80.7,Food,1004
2025-11-01,73.15,Food,1055
2025-11-01,60.78,Clothing,1008
2025-11-01,55.19,Food,1086
2025-11-01,54.84,Sports & Outdoors,1011
2025-10-31,524.81,Electronics,1071
2025-10-31,339.42,Home & Garden,1099
2025-10-31,263.01,Clothing,1056
2025-10-31,243.1,Clothing,1015
2025-10-31,223.42,Home & Garden,1094
2025-10-31,161.25,Electronics,1017
2025-10-31,149.77,Clothing,1078
2025-10-31,87.84,Clothing,1044
2025-10-31,51.9,Food,1077
2025-10-30,642.49,Electronics,1031
2025-10-30,637.42,Electronics,1085
2025-10-30,606.29,Electronics,1068
2025-10-30,409.24,Electronics,1052
2025-10-30,150.96,Clothing,1004
2025-10-30,97.67,Electronics,1058
2025-10-30,85.93,Clothing,1079
2025-10-30,66.46,Food,1014
2025-10-30,54.69,Clothing,1092
2025-10-30,29.34,Clothing,1034
2025-10-29,693.8,Electronics,1019
2025-10-29,672.36,Electronics,1071
2025-10-29,334.95,Sports & Outdoors,1012
2025-10-29,229.88,Sports & Outdoors,1023
2025-10-29,211.96,Electronics,1030
2025-10-29,160.67,Electronics,1077
2025-10-29,144.44,Electronics,1073
2025-10-29,80.59,Food,1077
2025-10-29,48.71,Sports & Outdoors,1043
2025-10-28,564.26,Electronics,1070
2025-10-28,390.23,Electronics,1086
2025-10-28,356.22,Electronics,1018
2025-10-28,341.26,Home & Garden,1063
2025-10-28,336.62,Home & Garden,1008
2025-10-28,327.9,Electronics,1057
2025-10-28,287.7,Sports & Outdoors,1070
2025-10-28,229.12,Clothing,1020
2025-10-28,226.1,Electronics,1069
2025-10-28,225.37,Electronics,1004
2025-10-28,200.6,Clothing,1048
2025-10-28,141.83,Home & Garden,1009
2025-10-28,113.75,Food,1042
2025-10-28,113.3,Food,1036
2025-10-28,89.93,Clothing,1047
2025-10-28,77.91,Electronics,1064
2025-10-28,61.07,Food,1090
2025-10-27,774.88,Electronics,1087
2025-10-27,668.52,Electronics,1062
2025-10-27,454.56,Electronics,1047
2025-10-27,361.63,Electronics,1026
2025-10-27,276.21,Clothing,1022
2025-10-27,255.43,Home & Garden,1010
2025-10-27,242.44,Clothing,1002
2025-10-27,142.69,Electronics,1048
2025-10-27,139.2,Sports & Outdoors,1044
2025-10-27,117.79,Food,1072
2025-10-27,19.91,Food,1038
2025-10-27,13.67,Food,1047
2025-10-26,771.52,Electronics,1089
2025-10-26,758.93,Electronics,1076
2025-10-26,698.8,Electronics,1100
2025-10-26,683.98,Electronics,1026
2025-10-26,574.46,Electronics,1003
2025-10-26,478.94,Electronics,1074
2025-10-26,351.7,Home & Garden,1021
2025-10-26,345.73,Sports & Outdoors,1014
2025-10-26,273.55,Sports & Outdoors,1036
2025-10-26,192.6,Electronics,1033
2025-10-26,101.61,Food,1037
2025-10-26,89.3,Food,1085
2025-10-26,35.31,Food,1046
2025-10-26,25.05,Food,1013
2025-10-26,15.39,Food,1078
2025-10-25,563.3,Electronics,1037
2025-10-25,507.12,Electronics,1049
2025-10-25,395.86,Electronics,1033
2025-10-25,311.34,Sports & Outdoors,1091
2025-10-25,306.3,Sports & Outdoors,1056
2025-10-25,244.09,Home & Garden,1089
2025-10-25,242.94,Clothing,1022
2025-10-25,107.62,Food,1063
2025-10-25,92.15,Clothing,1053
2025-10-25,71.71,Electronics,1042
2025-10-25,56.51,Home & Garden,1009
2025-10-25,42.27,Food,1048
2025-10-25,36.49,Food,1075
2025-10-24,774.02,Electronics,1043
2025-10-24,732.83,Electronics,1002
2025-10-24,642.5,Electronics,1054
2025-10-24,640.79,Electronics,1035
2025-10-24,569.53,Electronics,1084
2025-10-24,491.16,Home & Garden,1031
2025-10-24,489.0,Electronics,1082
2025-10-24,485.77,Home & Garden,1061
2025-10-24,442.13,Home & Garden,1057
2025-10-24,323.19,Sports & Outdoors,1084
2025-10-24,306.76,Home & Garden,1085
2025-10-24,304.59,Home & Garden,1003
2025-10-24,299.98,Electronics,1086
2025-10-24,296.42,Electronics,1087
2025-10-24,293.04,Home & Garden,1059
2025-10-24,280.11,Clothing,1057
2025-10-24,278.74,Sports & Outdoors,1035
2025-10-24,266.81,Clothing,1009
2025-10-24,262.97,Home & Garden,1004
2025-10-24,255.28,Sports & Outdoors,1031
2025-10-24,239.3,Electronics,1015
2025-10-24,234.85,Clothing,1023
2025-10-24,233.02,Clothing,1081
2025-10-24,222.07,Clothing,1066
2025-10-24,221.69,Electronics,1087
2025-10-24,213.27,Sports & Outdoors,1005
2025-10-24,204.17,Clothing,1036
2025-10-24,192.96,Electronics,1077
2025-10-24,179.54,Sports & Outdoors,1066
2025-10-24,170.62,Electronics,1053
2025-10-24,170.11,Home & Garden,1039
2025-10-24,150.22,Clothing,1042
2025-10-24,120.18,Sports & Outdoors,1071
2025-10-24,116.42,Clothing,1098
2025-10-24,112.5,Clothing,1061
2025-10-24,99.25,Food,1050
2025-10-24,89.23,Clothing,1100
2025-10-24,65.86,Clothing,1069
2025-10-24,57.69,Sports & Outdoors,1034
2025-10-24,57.3,Clothing,1020
2025-10-24,55.7,Food,1062
2025-10-24,55.1,Food,1084
2025-10-24,50.63,Clothing,1015
2025-10-24,44.18,Food,1002
2025-10-24,41.7,Food,1052
2025-10-24,40.53,Home & Garden,1070
2025-10-24,39.91,Clothing,1067
2025-10-24,39.19,Clothing,1035
2025-10-23,770.08,Electronics,1013
2025-10-23,694.71,Electronics,1010
2025-10-23,251.67,Clothing,1037
2025-10-23,249.22,Electronics,1019
2025-10-23,246.07,Clothing,1026
2025-10-23,223.61,Electronics,1091
2025-10-23,214.58,Clothing,1061
2025-10-23,174.75,Clothing,1083
2025-10-23,174.44,Electronics,1040
2025-10-23,153.89,Clothing,1039
2025-10-23,145.38,Clothing,1077
2025-10-23,142.99,Sports & Outdoors,1080
2025-10-23,113.69,Food,1065
2025-10-23,111.63,Food,1081
2025-10-23,110.89,Electronics,1031
2025-10-23,106.88,Sports & Outdoors,1028
2025-10-23,106.3,Electronics,1001
2025-10-22,696.29,Electronics,1015
2025-10-22,472.13,Electronics,1039
2025-10-22,441.93,Electronics,1058
2025-10-22,304.07,Home & Garden,1061
2025-10-22,236.14,Electronics,1072
2025-10-22,224.33,Home & Garden,1010
2025-10-22,213.77,Clothing,1020
2025-10-22,118.69,Clothing,1007
2025-10-22,76.69,Food,1080
2025-10-21,590.96,Electronics,1041
2025-10-21,547.97,Electronics,1048
2025-10-21,451.9,Electronics,1098
2025-10-21,233.64,Sports & Outdoors,1046
2025-10-21,224.26,Clothing,1098
2025-10-21,216.79,Clothing,1017
2025-10-21,216.2,Electronics,1089
2025-10-21,176.27,Home & Garden,1047
2025-10-21,171.0,Clothing,1055
2025-10-21,102.82,Clothing,1013
2025-10-21,84.14,Electronics,1007
2025-10-21,63.99,Food,1003
2025-10-21,60.61,Electronics,1069
2025-10-21,39.8,Food,1033
2025-10-21,31.07,Food,1095
2025-10-20,770.59,Electronics,1082
2025-10-20,687.18,Electronics,1063
2025-10-20,656.15,Electronics,1069
2025-10-20,590.06,Electronics,1063
2025-10-20,398.53,Electronics,1079
2025-10-20,362.54,Home & Garden,1036
2025-10-20,251.48,Home & Garden,1020
2025-10-20,226.79,Clothing,1084
2025-10-20,167.07,Clothing,1025
2025-10-20,123.65,Home & Garden,1028
2025-10-20,113.63,Clothing,1032
2025-10-20,96.05,Clothing,1036
2025-10-20,79.86,Home & Garden,1058
2025-10-20,61.14,Food,1094
2025-10-20,48.19,Food,1055
2025-10-20,47.0,Food,1064
2025-10-20,17.59,Food,1083
2025-10-19,629.36,Electronics,1088
2025-10-19,405.17,Electronics,1015
2025-10-19,326.67,Electronics,1078
2025-10-19,274.71,Clothing,1049
2025-10-19,253.41,Clothing,1032
2025-10-19,221.63,Clothing,1010
2025-10-19,92.27,Food,1015
2025-10-19,84.94,Clothing,1090
2025-10-19,69.26,Electronics,1040
2025-10-19,28.01,Food,1040
2025-10-18,295.13,Electronics,1098
2025-10-18,245.12,Electronics,1042
2025-10-18,227.63,Sports & Outdoors,1051
2025-10-18,207.32,Clothing,1011
2025-10-18,168.0,Home & Garden,1054
2025-10-18,111.43,Electronics,1003
2025-10-18,101.46,Electronics,1084
2025-10-18,73.27,Electronics,1032
2025-10-18,24.93,Food,1060
2025-10-18,15.73,Food,1045
2025-10-17,399.44,Electronics,1008
2025-10-17,365.11,Electronics,1099
2025-10-17,342.49,Electronics,1054
2025-10-17,264.59,Home & Garden,1035
2025-10-17,227.02,Clothing,1078
2025-10-17,216.27,Clothing,1098
2025-10-17,156.17,Clothing,1046
2025-10-17,97.8,Food,1093
2025-10-17,32.98,Clothing,1044
2025-10-17,17.07,Food,1053
2025-10-16,633.26,Electronics,1063
2025-10-16,455.11,Electronics,1018
2025-10-16,382.08,Home & Garden,1061
2025-10-16,347.09,Home & Garden,1072
2025-10-16,286.26,Clothing,1057
2025-10-16,274.39,Clothing,1058
2025-10-16,231.74,Clothing,1082
2025-10-16,95.82,Home & Garden,1018
2025-10-16,89.12,Food,1065
2025-10-16,40.21,Food,1010
2025-10-16,35.79,Food,1043
2025-10-15,654.92,Electronics,1019
2025-10-15,542.04,Electronics,1001
2025-10-15,435.8,Home & Garden,1014
2025-10-15,385.52,Home & Garden,1087
2025-10-15,233.63,Electronics,1061
2025-10-15,198.19,Clothing,1025
2025-10-15,94.53,Food,1059
2025-10-15,52.24,Food,1052
2025-10-15,34.07,Food,1090
2025-10-14,777.8,Electronics,1023
2025-10-14,724.63,Electronics,1025
2025-10-14,581.59,Electronics,1001
2025-10-14,548.7,Electronics,1049
2025-10-14,484.77,Home & Garden,1036
2025-10-14,375.92,Electronics,1094
2025-10-14,373.47,Electronics,1086
2025-10-14,371.09,Home & Garden,1039
2025-10-14,295.48,Clothing,1005
2025-10-14,260.57,Sports & Outdoors,1085
2025-10-14,246.79,Clothing,1088
2025-10-14,228.4,Sports & Outdoors,1004
2025-10-14,208.4,Clothing,1042
2025-10-14,207.64,Electronics,1075
2025-10-14,165.09,Clothing,1087
2025-10-14,136.67,Clothing,1001
2025-10-14,115.58,Food,1095
2025-10-14,113.6,Electronics,1066
2025-10-14,109.31,Food,1079
2025-10-14,106.31,Clothing,1017
2025-10-14,91.61,Food,1086
2025-10-14,83.77,Clothing,1061
2025-10-14,58.0,Food,1066
2025-10-14,45.45,Food,1057
2025-10-13,665.4,Electronics,1030
2025-10-13,662.44,Electronics,1059
2025-10-13,640.53,Electronics,1014
2025-10-13,489.05,Home & Garden,1023
2025-10-13,437.47,Home & Garden,1032
2025-10-13,319.48,Sports & Outdoors,1053
2025-10-13,226.93,Home & Garden,1080
2025-10-13,111.83,Food,1031
2025-10-13,51.4,Home & Garden,1095
2025-10-13,48.9,Food,1072
2025-10-13,35.65,Clothing,1061
2025-10-12,731.12,Electronics,1007
2025-10-12,717.28,Electronics,1096
2025-10-12,547.54,Electronics,1018
2025-10-12,367.68,Electronics,1036
2025-10-12,323.49,Electronics,1006
2025-10-12,307.16,Electronics,1088
2025-10-12,300.17,Electronics,1017
2025-10-12,290.97,Home & Garden,1048
2025-10-12,219.06,Clothing,1072
2025-10-12,208.66,Clothing,1071
2025-10-12,106.43,Electronics,1089
2025-10-12,99.9,Clothing,1078
2025-10-12,77.28,Food,1084
2025-10-12,65.73,Clothing,1017
2025-10-12,39.04,Food,1063
2025-10-12,38.82,Food,1095
2025-10-11,543.03,Electronics,1073
2025-10-11,515.87,Electronics,1073
2025-10-11,495.89,Electronics,1080
2025-10-11,444.46,Home & Garden,1048
2025-10-11,283.94,Clothing,1073
2025-10-11,282.04,Clothing,1027
2025-10-11,280.48,Clothing,1010
2025-10-11,209.71,Clothing,1039
2025-10-11,61.43,Clothing,1045
2025-10-11,57.11,Sports & Outdoors,1028
2025-10-11,44.56,Food,1034
